instruction_id,genre_raw,genre_candidates,genre_candidate_labels,genre_norm,reason
4650_71712_1,Autobiographical fiction,"[""autobiographical fiction""]",[],other,no top-label rule matched
20943_72870_0,Coming-of-age/romance,"[""coming of age"", ""romance""]","[""children_young_adult"", ""romance""]",children_young_adult,compound genre maps to multiple normalized labels
19cTexts_1800-09_ScotWMS2_batch118,Ballad,"[""ballad""]",[],other,no top-label rule matched
4501_64790_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
15066_54467_0,,[],[],other,missing genre_raw
55_53892_0,"Children's literature, fantasy","[""children s literature"", ""fantasy""]","[""children_young_adult"", ""speculative""]",children_young_adult,compound genre maps to multiple normalized labels
10289_26783_0,,[],[],other,missing genre_raw
20701_72273_0,,[],[],other,missing genre_raw
68_25985_0,"Adventure, science-fiction","[""adventure"", ""science fiction""]","[""adventure"", ""speculative""]",adventure,compound genre maps to multiple normalized labels
9980_25873_0,Educational material,"[""educational material""]",[],other,no top-label rule matched
19cTexts_1810-19_WindWSI_batch99,Ode,"[""ode""]",[],other,no top-label rule matched
15206_54958_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
28725_109680_0,Adventure/Children's literature,"[""adventure"", ""children s literature""]","[""adventure"", ""children_young_adult""]",adventure,compound genre maps to multiple normalized labels
16980_59480_0,,[],[],other,missing genre_raw
21970_75050_1,Post-apocalyptic fiction,"[""post apocalyptic fiction""]",[],other,no top-label rule matched
3455_55753_0,Legend,"[""legend""]",[],other,no top-label rule matched
123_47623_0,Adventure/Science Fiction,"[""adventure"", ""science fiction""]","[""adventure"", ""speculative""]",adventure,compound genre maps to multiple normalized labels
963_7393_1,,[],[],other,missing genre_raw
4217_9457_0,,[],[],other,missing genre_raw
9066_22372_0,,[],[],other,missing genre_raw
2158_48734_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
6891_8520_0,"Fiction, religious","[""fiction"", ""religious""]","[""general_fiction"", ""religious_philosophical""]",general_fiction,compound genre maps to multiple normalized labels
12604_42905_0,,[],[],other,missing genre_raw
243_84590_0,Prison literature,"[""prison literature""]",[],other,no top-label rule matched
395_74009_0,Allegory,"[""allegory""]",[],other,no top-label rule matched
63200_1391_1,,[],[],other,missing genre_raw
12246_39684_0,,[],[],other,missing genre_raw
19cTexts_1820-29_EganPLI_batch190,,[],[],other,missing genre_raw
19cTexts_1880-89_FarrFLF2_batch233,Religious critique/essay,"[""religious critique"", ""essay""]","[""religious_philosophical"", ""nonfiction_essay""]",religious_philosophical,compound genre maps to multiple normalized labels
15054_54213_0,,[],[],other,missing genre_raw
14794_53502_0,,[],[],other,missing genre_raw
5096_2291_0,"Adventure, Science Fiction","[""adventure"", ""science fiction""]","[""adventure"", ""speculative""]",adventure,compound genre maps to multiple normalized labels
12338_40645_0,,[],[],other,missing genre_raw
2779_47525_0,,[],[],other,missing genre_raw
3261_111660_1,Description,"[""description""]",[],other,no top-label rule matched
11645_36029_0,,[],[],other,missing genre_raw
17035_60265_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
41_23231_1,Folklore or tall tale,"[""folklore or tall tale""]",[],other,no top-label rule matched
30890_76168_0,,[],[],other,missing genre_raw
1161_105654_0,,[],[],other,missing genre_raw
19532_69137_0,"Personal correspondence, possibly part of a larger work","[""personal correspondence"", ""possibly part of a larger work""]",[],other,no top-label rule matched
7985_14060_0,,[],[],other,missing genre_raw
3326_89835_0,,[],[],other,missing genre_raw
2437_135472_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
19cTexts_1830-39_ClarGE2_batch769,Biographical,"[""biographical""]",[],other,no top-label rule matched
17974_65474_0,,[],[],other,missing genre_raw
6838_8294_0,Psychological or existential fiction,"[""psychological or existential fiction""]",[],other,no top-label rule matched
8203_124456_1,,[],[],other,missing genre_raw
12620_43316_0,,[],[],other,missing genre_raw
16562_58866_0,,[],[],other,missing genre_raw
6593_18094_1,Dialogue,"[""dialogue""]",[],other,no top-label rule matched
12546_42215_0,,[],[],other,missing genre_raw
19cTexts_1870-79_AlcoLOG_batch147,Social realism,"[""social realism""]",[],other,no top-label rule matched
12367_40683_0,Naturalist fiction,"[""naturalist fiction""]",[],other,no top-label rule matched
25305_60864_1,Erotic fiction,"[""erotic fiction""]",[],other,no top-label rule matched
1081_3810_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
6985_116039_1,Sports fiction,"[""sports fiction""]",[],other,no top-label rule matched
16428_58254_0,Fictional dialogue,"[""fictional dialogue""]",[],other,no top-label rule matched
28698_117751_0,Dystopian fiction,"[""dystopian fiction""]",[],other,no top-label rule matched
8923_19139_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
13773_51856_0,,[],[],other,missing genre_raw
8560_17190_1,,[],[],other,missing genre_raw
14021_101432_0,Political or dystopian fiction,"[""political or dystopian fiction""]",[],other,no top-label rule matched
19864_69792_0,,[],[],other,missing genre_raw
2337_29563_0,,[],[],other,missing genre_raw
4406_133527_0,Dialogue,"[""dialogue""]",[],other,no top-label rule matched
1164_43194_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
6831_8192_0,,[],[],other,missing genre_raw
624_75415_0,Utopian fiction,"[""utopian fiction""]",[],other,no top-label rule matched
22045_74361_0,,[],[],other,missing genre_raw
10218_26730_0,Horticultural literature,"[""horticultural literature""]",[],other,no top-label rule matched
19cTexts_1820-29_EganPLI_batch49,Critique or editorial,"[""critique or editorial""]",[],other,no top-label rule matched
11494_34957_0,Moralistic fiction,"[""moralistic fiction""]",[],other,no top-label rule matched
2197_14239_1,Gambling literature,"[""gambling literature""]",[],other,no top-label rule matched
12646_43497_0,"Fiction, possibly domestic or coming-of-age","[""fiction"", ""possibly domestic or coming of age""]","[""general_fiction"", ""children_young_adult""]",general_fiction,compound genre maps to multiple normalized labels
1249_7501_0,Dystopian fiction,"[""dystopian fiction""]",[],other,no top-label rule matched
3266_137545_0,,[],[],other,missing genre_raw
4979_111765_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
13507_51165_0,Realism,"[""realism""]",[],other,no top-label rule matched
19884_69952_0,,[],[],other,missing genre_raw
139_8282_0,"Adventure, Travel literature","[""adventure"", ""travel literature""]","[""adventure"", ""nonfiction_essay""]",adventure,compound genre maps to multiple normalized labels
14144_52104_0,Scientific literature,"[""scientific literature""]",[],other,no top-label rule matched
10400_27357_0,Epistolary fiction,"[""epistolary fiction""]",[],other,no top-label rule matched
4268_88064_1,Epistolary fiction,"[""epistolary fiction""]",[],other,no top-label rule matched
12274_39978_0,Anthropological study,"[""anthropological study""]",[],other,no top-label rule matched
19cTexts_1880-89_DextHCL_batch1290,,[],[],other,missing genre_raw
18580_66767_0,,[],[],other,missing genre_raw
17876_64174_0,,[],[],other,missing genre_raw
14904_53621_0,Legal or political text,"[""legal or political text""]",[],other,no top-label rule matched
13027_47866_0,,[],[],other,missing genre_raw
11747_36659_2,Modern fiction,"[""modern fiction""]",[],other,no top-label rule matched
1473_100685_0,,[],[],other,missing genre_raw
15334_55056_0,Geographic survey,"[""geographic survey""]",[],other,no top-label rule matched
8451_16521_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
14503_53080_0,Medical literature,"[""medical literature""]",[],other,no top-label rule matched
2466_79162_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
561_42895_0,,[],[],other,missing genre_raw
2391_88860_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
73_32934_1,War literature,"[""war literature""]",[],other,no top-label rule matched
179_62284_0,"Fiction, family drama","[""fiction"", ""family drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
26732_97144_0,Road trip fiction,"[""road trip fiction""]",[],other,no top-label rule matched
26732_97179_0,"Fiction, drama","[""fiction"", ""drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
19048_67815_0,Celebration or festival,"[""celebration or festival""]",[],other,no top-label rule matched
231_248_0,,[],[],other,missing genre_raw
22009_73956_0,Educational textbook,"[""educational textbook""]",[],other,no top-label rule matched
18220_66451_0,Social novel,"[""social novel""]",[],other,no top-label rule matched
2450_39895_0,Autobiographical fiction,"[""autobiographical fiction""]",[],other,no top-label rule matched
17340_61575_0,Realism,"[""realism""]",[],other,no top-label rule matched
21564_73794_0,,[],[],other,missing genre_raw
9086_22497_0,"Fiction, possibly comedy or romance","[""fiction"", ""possibly comedy or romance""]","[""general_fiction"", ""romance""]",general_fiction,compound genre maps to multiple normalized labels
12579_42812_0,,[],[],other,missing genre_raw
7264_11352_0,Theater,"[""theater""]",[],other,no top-label rule matched
30890_76268_0,"Adventure, coming-of-age","[""adventure"", ""coming of age""]","[""adventure"", ""children_young_adult""]",adventure,compound genre maps to multiple normalized labels
7186_10830_0,"Drama, romance","[""drama"", ""romance""]","[""drama"", ""romance""]",drama,compound genre maps to multiple normalized labels
7202_10850_0,Philosophy,"[""philosophy""]",[],other,no top-label rule matched
11766_36751_0,"Mystery, horror","[""mystery"", ""horror""]","[""mystery_crime"", ""speculative""]",mystery_crime,compound genre maps to multiple normalized labels
19663_69297_0,Linguistics,"[""linguistics""]",[],other,no top-label rule matched
15206_54907_0,,[],[],other,missing genre_raw
19cTexts_1860-69_LeveCLA_batch202,,[],[],other,missing genre_raw
946_38186_0,Epistolary fiction,"[""epistolary fiction""]",[],other,no top-label rule matched
3464_132245_0,Contemporary fiction,"[""contemporary fiction""]",[],other,no top-label rule matched
7888_13639_0,"Young adult, drama","[""young adult"", ""drama""]","[""children_young_adult"", ""drama""]",children_young_adult,compound genre maps to multiple normalized labels
231_247_0,Descriptive literature,"[""descriptive literature""]",[],other,no top-label rule matched
16214_57691_0,Social critique,"[""social critique""]",[],other,no top-label rule matched
14296_52339_0,"Drama, domestic fiction","[""drama"", ""domestic fiction""]","[""drama"", ""general_fiction""]",drama,compound genre maps to multiple normalized labels
7263_11304_0,Epistolary novel,"[""epistolary novel""]",[],other,no top-label rule matched
11598_35759_0,,[],[],other,missing genre_raw
2411_47161_0,,[],[],other,missing genre_raw
2081_64933_0,,[],[],other,missing genre_raw
13599_51458_1,,[],[],other,missing genre_raw
25305_60840_0,Erotic literature,"[""erotic literature""]",[],other,no top-label rule matched
13221_49798_0,Psychological novel,"[""psychological novel""]",[],other,no top-label rule matched
13016_47752_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
19cTexts_1860-69_BourHEM_batch502,Business or finance literature,"[""business or finance literature""]",[],other,no top-label rule matched
402_65573_0,"Coming-of-age, humor","[""coming of age"", ""humor""]","[""children_young_adult"", ""comedy_satire""]",children_young_adult,compound genre maps to multiple normalized labels
6696_7360_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
6471_58008_0,"Fiction, possibly adventure or coming-of-age","[""fiction"", ""possibly adventure or coming of age""]","[""general_fiction"", ""adventure""]",general_fiction,compound genre maps to multiple normalized labels
707_117939_0,"Fiction, possibly adventure or crime","[""fiction"", ""possibly adventure or crime""]","[""general_fiction"", ""adventure""]",general_fiction,compound genre maps to multiple normalized labels
18982_66948_0,Nonfiction,"[""nonfiction""]",[],other,no top-label rule matched
1449_60266_0,,[],[],other,missing genre_raw
23021_74569_0,"Fiction, possibly historical novel","[""fiction"", ""possibly historical novel""]","[""general_fiction"", ""historical""]",general_fiction,compound genre maps to multiple normalized labels
11967_37820_0,Celebration literature,"[""celebration literature""]",[],other,no top-label rule matched
5311_45197_1,,[],[],other,missing genre_raw
18005_65623_0,,[],[],other,missing genre_raw
12831_45314_0,,[],[],other,missing genre_raw
18737_66797_0,,[],[],other,missing genre_raw
29866_47168_0,,[],[],other,missing genre_raw
13499_83130_0,"Mystery, adventure","[""mystery"", ""adventure""]","[""mystery_crime"", ""adventure""]",mystery_crime,compound genre maps to multiple normalized labels
12562_42640_0,,[],[],other,missing genre_raw
16670_59086_1,Social critique,"[""social critique""]",[],other,no top-label rule matched
4313_61671_0,Feminist literature,"[""feminist literature""]",[],other,no top-label rule matched
11928_37562_0,Satirical fiction,"[""satirical fiction""]",[],other,no top-label rule matched
17731_76291_0,Maritime fiction,"[""maritime fiction""]",[],other,no top-label rule matched
9330_103998_1,Nature/animal fiction,"[""nature"", ""animal fiction""]",[],other,no top-label rule matched
49685_78082_0,,[],[],other,missing genre_raw
3178_86838_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
12780_44750_0,,[],[],other,missing genre_raw
7893_107625_0,Light-hearted fiction,"[""light hearted fiction""]",[],other,no top-label rule matched
5985_5018_0,Tragic tale,"[""tragic tale""]",[],other,no top-label rule matched
6593_17958_0,,[],[],other,missing genre_raw
179_62279_0,"Fiction, possibly romance","[""fiction"", ""possibly romance""]","[""general_fiction"", ""romance""]",general_fiction,compound genre maps to multiple normalized labels
17896_64459_0,,[],[],other,missing genre_raw
946_38166_1,"Romance, Drama","[""romance"", ""drama""]","[""romance"", ""drama""]",romance,compound genre maps to multiple normalized labels
2057_99756_0,Adventure/horror,"[""adventure"", ""horror""]","[""adventure"", ""speculative""]",adventure,compound genre maps to multiple normalized labels
3498_55962_0,"Poetry, possibly romantic poetry","[""poetry"", ""possibly romantic poetry""]","[""poetry"", ""romance""]",poetry,compound genre maps to multiple normalized labels
215_83406_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
718_89687_0,"Fiction, philosophical reflection","[""fiction"", ""philosophical reflection""]","[""general_fiction"", ""religious_philosophical""]",general_fiction,compound genre maps to multiple normalized labels
26235_137908_0,Autobiographical fiction,"[""autobiographical fiction""]",[],other,no top-label rule matched
10604_27898_0,,[],[],other,missing genre_raw
19cTexts_1800-09_DarwEM_batch143,Linguistics,"[""linguistics""]",[],other,no top-label rule matched
527_123031_1,,[],[],other,missing genre_raw
64676_1590_0,Ethnographic description,"[""ethnographic description""]",[],other,no top-label rule matched
600_16581_0,"Fiction, possibly satire or social commentary","[""fiction"", ""possibly satire or social commentary""]","[""general_fiction"", ""comedy_satire""]",general_fiction,compound genre maps to multiple normalized labels
163_132958_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
14308_52419_0,Supernatural fiction,"[""supernatural fiction""]",[],other,no top-label rule matched
236_112987_0,"Fantasy, children's literature","[""fantasy"", ""children s literature""]","[""speculative"", ""children_young_adult""]",speculative,compound genre maps to multiple normalized labels
14354_53051_0,,[],[],other,missing genre_raw
11206_32226_0,Scientific literature,"[""scientific literature""]",[],other,no top-label rule matched
4412_133557_0,"Fiction, possibly a coming-of-age or family drama","[""fiction"", ""possibly a coming of age or family drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
12435_41316_0,,[],[],other,missing genre_raw
10822_29703_0,,[],[],other,missing genre_raw
5138_2825_0,,[],[],other,missing genre_raw
12105_38588_0,Medical literature,"[""medical literature""]",[],other,no top-label rule matched
10480_27485_0,,[],[],other,missing genre_raw
18008_65716_0,Autobiographical,"[""autobiographical""]",[],other,no top-label rule matched
12275_40077_0,,[],[],other,missing genre_raw
20574_72040_0,,[],[],other,missing genre_raw
7464_61899_0,Contemporary fiction,"[""contemporary fiction""]",[],other,no top-label rule matched
3781_87959_1,"Mystery, fantasy","[""mystery"", ""fantasy""]","[""mystery_crime"", ""speculative""]",mystery_crime,compound genre maps to multiple normalized labels
19cTexts_1840-49_OwenRLC_batch199,Scientific literature,"[""scientific literature""]",[],other,no top-label rule matched
8173_15904_0,"Mystery, adventure","[""mystery"", ""adventure""]","[""mystery_crime"", ""adventure""]",mystery_crime,compound genre maps to multiple normalized labels
4520_129138_0,Contemporary fiction,"[""contemporary fiction""]",[],other,no top-label rule matched
19500_32603_0,Political literature,"[""political literature""]",[],other,no top-label rule matched
2557_64950_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
20841_72646_0,Philosophical/religious essay,"[""philosophical"", ""religious essay""]","[""religious_philosophical"", ""nonfiction_essay""]",religious_philosophical,compound genre maps to multiple normalized labels
17179_61036_0,Instructional text,"[""instructional text""]",[],other,no top-label rule matched
63998_1482_0,,[],[],other,missing genre_raw
11588_35509_0,,[],[],other,missing genre_raw
5711_4091_0,Realist fiction,"[""realist fiction""]",[],other,no top-label rule matched
7817_13315_0,Biographical,"[""biographical""]",[],other,no top-label rule matched
46_36807_0,"Christmas story, moral tale","[""christmas story"", ""moral tale""]",[],other,no top-label rule matched
2870_28808_0,,[],[],other,missing genre_raw
17889_64318_0,,[],[],other,missing genre_raw
1605_76731_1,Mythological fiction,"[""mythological fiction""]",[],other,no top-label rule matched
8494_16678_0,,[],[],other,missing genre_raw
10768_28825_0,Academic literature,"[""academic literature""]",[],other,no top-label rule matched
236_112994_0,"Adventure, children's literature","[""adventure"", ""children s literature""]","[""adventure"", ""children_young_adult""]",adventure,compound genre maps to multiple normalized labels
18228_66468_0,Realist fiction,"[""realist fiction""]",[],other,no top-label rule matched
7236_11122_0,,[],[],other,missing genre_raw
19885_69981_0,Non-specific,"[""non specific""]",[],other,no top-label rule matched
133_78637_0,,[],[],other,missing genre_raw
19cTexts_1880-89_DisrBE2_batch26,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
2409_47003_0,,[],[],other,missing genre_raw
4785_802_0,Maritime fiction,"[""maritime fiction""]",[],other,no top-label rule matched
17583_62568_0,Atmospheric prose,"[""atmospheric prose""]",[],other,no top-label rule matched
12726_44159_0,Novel,"[""novel""]",[],other,no top-label rule matched
14904_53618_0,Legal document,"[""legal document""]",[],other,no top-label rule matched
21429_73714_0,,[],[],other,missing genre_raw
6892_8559_0,Fictional tale,"[""fictional tale""]",[],other,no top-label rule matched
19cTexts_1850-59_WhewWLH_batch150,"Non-fiction, philosophical analysis","[""non fiction"", ""philosophical analysis""]","[""nonfiction_essay"", ""religious_philosophical""]",nonfiction_essay,compound genre maps to multiple normalized labels
14354_53058_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
19cTexts_1800-09_BancAM_batch276,Eulogy,"[""eulogy""]",[],other,no top-label rule matched
1652_111415_1,Survival fiction,"[""survival fiction""]",[],other,no top-label rule matched
10002_53162_1,Adventure/mystery,"[""adventure"", ""mystery""]","[""adventure"", ""mystery_crime""]",adventure,compound genre maps to multiple normalized labels
16214_57693_0,,[],[],other,missing genre_raw
19cTexts_1830-39_WilbRLW2_batch85,Diary,"[""diary""]",[],other,no top-label rule matched
544_83689_0,,[],[],other,missing genre_raw
2837_47639_0,Folklore/Mythology,"[""folklore"", ""mythology""]",[],other,no top-label rule matched
10768_28834_0,Academic literature,"[""academic literature""]",[],other,no top-label rule matched
6484_5788_0,,[],[],other,missing genre_raw
5228_75784_1,Natural disaster,"[""natural disaster""]",[],other,no top-label rule matched
20931_72772_0,,[],[],other,missing genre_raw
4501_64874_1,,[],[],other,missing genre_raw
19cTexts_1870-79_MainHVI_batch11,Legal theory,"[""legal theory""]",[],other,no top-label rule matched
18228_66497_0,Epistolary,"[""epistolary""]",[],other,no top-label rule matched
1856_74451_0,,[],[],other,missing genre_raw
2005_41501_0,Contemporary fiction,"[""contemporary fiction""]",[],other,no top-label rule matched
19cTexts_1840-49_CunnALS3_batch65,Personal correspondence,"[""personal correspondence""]",[],other,no top-label rule matched
11037_31070_0,War fiction,"[""war fiction""]",[],other,no top-label rule matched
1895_43451_0,Adventure/Travel,"[""adventure"", ""travel""]","[""adventure"", ""nonfiction_essay""]",adventure,compound genre maps to multiple normalized labels
19cTexts_1830-39_WilbRLW_batch161,Diary,"[""diary""]",[],other,no top-label rule matched
11529_35255_0,,[],[],other,missing genre_raw
16443_58450_0,,[],[],other,missing genre_raw
14271_52318_0,,[],[],other,missing genre_raw
10712_53315_0,"Prose fiction, possibly a short story or an excerpt from a novel","[""prose fiction"", ""possibly a short story or an excerpt from a novel""]",[],other,no top-label rule matched
395_74001_1,Allegory,"[""allegory""]",[],other,no top-label rule matched
9082_22418_0,,[],[],other,missing genre_raw
18220_66415_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
22026_74198_0,"Mystery, possibly romance","[""mystery"", ""possibly romance""]","[""mystery_crime"", ""romance""]",mystery_crime,compound genre maps to multiple normalized labels
8895_18807_0,,[],[],other,missing genre_raw
16082_56952_0,Advice literature,"[""advice literature""]",[],other,no top-label rule matched
19888_70413_0,Social critique,"[""social critique""]",[],other,no top-label rule matched
17410_61866_0,,[],[],other,missing genre_raw
2228_21304_0,,[],[],other,missing genre_raw
965_30090_0,,[],[],other,missing genre_raw
8803_18155_0,Fictional dialogue,"[""fictional dialogue""]",[],other,no top-label rule matched
19663_69299_0,Linguistics/phonetics,"[""linguistics"", ""phonetics""]",[],other,no top-label rule matched
6362_88925_0,War literature,"[""war literature""]",[],other,no top-label rule matched
6966_8901_0,Cookbook,"[""cookbook""]",[],other,no top-label rule matched
13260_94054_1,Erotic literature,"[""erotic literature""]",[],other,no top-label rule matched
62330_79023_0,Folklore or fable,"[""folklore or fable""]",[],other,no top-label rule matched
9827_25199_0,Novel,"[""novel""]",[],other,no top-label rule matched
29866_47123_0,Survival story,"[""survival story""]",[],other,no top-label rule matched
22024_74115_0,Autobiographical prose,"[""autobiographical prose""]",[],other,no top-label rule matched
2815_111640_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
996_98508_1,Fable,"[""fable""]",[],other,no top-label rule matched
19cTexts_1890-99_WoodEDR_batch145,"Poetry, literary criticism","[""poetry"", ""literary criticism""]","[""poetry"", ""nonfiction_essay""]",poetry,compound genre maps to multiple normalized labels
12399_41099_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
39849_77314_0,Descriptive literature,"[""descriptive literature""]",[],other,no top-label rule matched
11453_34681_0,Research report,"[""research report""]",[],other,no top-label rule matched
13230_49940_0,,[],[],other,missing genre_raw
15309_55013_0,,[],[],other,missing genre_raw
11644_35934_0,,[],[],other,missing genre_raw
17503_62391_0,,[],[],other,missing genre_raw
11640_119750_0,Paranormal fiction,"[""paranormal fiction""]",[],other,no top-label rule matched
11766_36705_0,,[],[],other,missing genre_raw
13093_48172_0,Realistic novel,"[""realistic novel""]",[],other,no top-label rule matched
158_20636_0,"Fiction, Romance","[""fiction"", ""romance""]","[""general_fiction"", ""romance""]",general_fiction,compound genre maps to multiple normalized labels
395_74050_0,Allegory,"[""allegory""]",[],other,no top-label rule matched
2409_46998_0,"Fiction, possibly a philosophical or intellectual work","[""fiction"", ""possibly a philosophical or intellectual work""]","[""general_fiction"", ""religious_philosophical""]",general_fiction,compound genre maps to multiple normalized labels
19cTexts_1820-29_SoutRLW_batch173,,[],[],other,missing genre_raw
29828_110902_1,Biographical novel,"[""biographical novel""]",[],other,no top-label rule matched
30017_6428_0,"Children's literature, fantasy","[""children s literature"", ""fantasy""]","[""children_young_adult"", ""speculative""]",children_young_adult,compound genre maps to multiple normalized labels
16384_57857_0,,[],[],other,missing genre_raw
2837_47617_0,Magical realism,"[""magical realism""]",[],other,no top-label rule matched
19cTexts_1830-39_ClarGE3_batch236,,[],[],other,missing genre_raw
9264_23685_0,Gardening guide,"[""gardening guide""]",[],other,no top-label rule matched
2158_48647_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
6696_7257_0,,[],[],other,missing genre_raw
4600_110501_1,Contemporary fiction,"[""contemporary fiction""]",[],other,no top-label rule matched
19cTexts_1860-69_HopkJSE_batch69,Legal text,"[""legal text""]",[],other,no top-label rule matched
3760_138350_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
14308_52460_0,,[],[],other,missing genre_raw
1930_86519_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
556_104211_1,,[],[],other,missing genre_raw
17896_64441_0,,[],[],other,missing genre_raw
11070_31378_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
15421_55313_0,,[],[],other,missing genre_raw
15346_55118_0,"Slice of life, humorous fiction","[""slice of life"", ""humorous fiction""]","[""general_fiction"", ""comedy_satire""]",general_fiction,compound genre maps to multiple normalized labels
1688_60453_0,Social realism,"[""social realism""]",[],other,no top-label rule matched
22296_74457_0,,[],[],other,missing genre_raw
12274_40032_0,"Non-fiction, possibly travel writing or historical commentary","[""non fiction"", ""possibly travel writing or historical commentary""]","[""nonfiction_essay"", ""historical""]",nonfiction_essay,compound genre maps to multiple normalized labels
7503_12059_0,,[],[],other,missing genre_raw
4980_115840_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
20931_72788_0,,[],[],other,missing genre_raw
15238_117370_0,Biographical analysis,"[""biographical analysis""]",[],other,no top-label rule matched
11071_31516_0,Anthropological text,"[""anthropological text""]",[],other,no top-label rule matched
10481_27516_0,,[],[],other,missing genre_raw
11940_37667_0,Folk tale,"[""folk tale""]",[],other,no top-label rule matched
19034_67469_0,,[],[],other,missing genre_raw
19cTexts_1820-29_WrigFVS_batch206,Feminist literature,"[""feminist literature""]",[],other,no top-label rule matched
21564_73800_0,,[],[],other,missing genre_raw
730_84106_0,Tragic fiction,"[""tragic fiction""]",[],other,no top-label rule matched
1245_39800_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
21970_75045_0,Post-apocalyptic fiction,"[""post apocalyptic fiction""]",[],other,no top-label rule matched
2320_29397_0,,[],[],other,missing genre_raw
19cTexts_1870-79_AdamHLA_batch255,Political history,"[""political history""]",[],other,no top-label rule matched
2667_59169_1,Novel,"[""novel""]",[],other,no top-label rule matched
15757_56845_0,Linguistics,"[""linguistics""]",[],other,no top-label rule matched
12546_42478_0,Non-fiction (historical/religious,"[""non fiction historical"", ""religious""]","[""historical"", ""religious_philosophical""]",historical,compound genre maps to multiple normalized labels
2837_47627_0,"Folklore, legend","[""folklore"", ""legend""]",[],other,no top-label rule matched
12401_41160_0,War literature,"[""war literature""]",[],other,no top-label rule matched
2275_81278_1,Disaster fiction,"[""disaster fiction""]",[],other,no top-label rule matched
527_123036_0,Maritime fiction,"[""maritime fiction""]",[],other,no top-label rule matched
1941_111430_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
14794_53509_0,,[],[],other,missing genre_raw
1260_2626_0,"Realistic fiction, coming-of-age","[""realistic fiction"", ""coming of age""]","[""general_fiction"", ""children_young_adult""]",general_fiction,compound genre maps to multiple normalized labels
19013_66967_0,Educational,"[""educational""]",[],other,no top-label rule matched
208_38149_0,Novel,"[""novel""]",[],other,no top-label rule matched
10685_28497_0,Supernatural fiction,"[""supernatural fiction""]",[],other,no top-label rule matched
6985_116061_0,Sports fiction,"[""sports fiction""]",[],other,no top-label rule matched
17883_64285_0,,[],[],other,missing genre_raw
13687_51820_0,Etiquette guide,"[""etiquette guide""]",[],other,no top-label rule matched
19cTexts_1890-99_TennHAL2_batch91,Arthurian legend,"[""arthurian legend""]",[],other,no top-label rule matched
4558_78306_0,"Drama, Romance","[""drama"", ""romance""]","[""drama"", ""romance""]",drama,compound genre maps to multiple normalized labels
1144_115678_0,"Fiction, possibly romance","[""fiction"", ""possibly romance""]","[""general_fiction"", ""romance""]",general_fiction,compound genre maps to multiple normalized labels
4520_129193_0,,[],[],other,missing genre_raw
746_79834_1,Business fiction,"[""business fiction""]",[],other,no top-label rule matched
19cTexts_1830-39_CrocDNL_batch6,Anecdotal storytelling,"[""anecdotal storytelling""]",[],other,no top-label rule matched
6966_8934_0,Cookbook,"[""cookbook""]",[],other,no top-label rule matched
13258_50490_0,,[],[],other,missing genre_raw
4708_71823_0,Erotic fiction,"[""erotic fiction""]",[],other,no top-label rule matched
7812_13069_0,Epistolary novel,"[""epistolary novel""]",[],other,no top-label rule matched
21816_59478_0,Fictional dialogue,"[""fictional dialogue""]",[],other,no top-label rule matched
29828_110901_0,,[],[],other,missing genre_raw
10819_28983_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
